mnist , 0 , 16998792.238000
mnist , 0 , 16951619.042000
mnist , 0 , 17220057.430000
mnist , 0 , 17097545.281000
mnist , 0 , 17320042.046000
mnist , 0 , 17086488.348000
mnist , 0 , 16955924.078000
mnist , 0 , 16920426.479000
mnist , 0 , 17094484.689000
mnist , 0 , 16965041.606000
mnist , 6 , 13495619.418000
mnist , 6 , 9111558.050000
mnist , 6 , 9182381.528000
mnist , 6 , 9287498.655000
mnist , 6 , 9211073.947000
mnist , 6 , 9279364.124000
mnist , 6 , 8980157.847000
mnist , 6 , 14234535.613000
mnist , 6 , 9215560.184000
mnist , 6 , 9282912.538000
mnist , 7 , 5399357.511000
mnist , 7 , 7484892.935000
mnist , 7 , 7141666.295000
mnist , 7 , 7139554.320000
mnist , 7 , 7659172.827000
mnist , 7 , 8036336.537000
mnist , 7 , 7653192.383000
mnist , 7 , 6663847.794000
mnist , 7 , 4961848.337000
mnist , 7 , 7467514.025000
allstate , 0 , 184519755.962000
allstate , 0 , 184505214.177000
allstate , 0 , 185245574.385000
allstate , 0 , 184489523.364000
allstate , 0 , 185745954.802000
allstate , 0 , 185212866.551000
allstate , 0 , 184756429.687000
allstate , 0 , 195584838.243000
allstate , 0 , 189161896.327000
allstate , 0 , 238945536.621000
allstate , 6 , 108699892.580000
allstate , 6 , 103938029.839000
allstate , 6 , 116278788.468000
allstate , 6 , 118894325.744000
allstate , 6 , 111469995.123000
allstate , 6 , 110544478.558000
allstate , 6 , 105984860.268000
allstate , 6 , 96997440.259000
allstate , 6 , 99091692.389000
allstate , 6 , 99648040.480000
allstate , 7 , 48206625.627000
allstate , 7 , 46629458.312000
allstate , 7 , 48884179.912000
allstate , 7 , 48038101.538000
allstate , 7 , 49152070.842000
allstate , 7 , 50720110.523000
allstate , 7 , 47466653.175000
allstate , 7 , 47453077.812000
allstate , 7 , 47221377.050000
allstate , 7 , 48873814.130000
higgs , 0 , 76211689.055000
higgs , 0 , 75645094.074000
higgs , 0 , 76364480.266000
higgs , 0 , 76078157.475000
higgs , 0 , 75825151.472000
higgs , 0 , 75971379.036000
higgs , 0 , 76448699.301000
higgs , 0 , 76063182.991000
higgs , 0 , 75804493.455000
higgs , 0 , 75924670.579000
higgs , 6 , 37625369.855000
higgs , 6 , 37888550.610000
higgs , 6 , 37203329.878000
higgs , 6 , 37294111.072000
higgs , 6 , 37326369.973000
higgs , 6 , 39715144.738000
higgs , 6 , 37876481.696000
higgs , 6 , 39787994.444000
higgs , 6 , 38494536.914000
higgs , 6 , 36708224.871000
higgs , 7 , 18684593.382000
higgs , 7 , 18549794.568000
higgs , 7 , 18633934.163000
higgs , 7 , 19976118.620000
higgs , 7 , 18299456.067000
higgs , 7 , 21690457.634000
higgs , 7 , 19038159.119000
higgs , 7 , 19923407.256000
higgs , 7 , 22775734.496000
higgs , 7 , 18730248.191000
